facility_name,facility_id,state,measure_name,number_of_discharges,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date,condition_name,risk_tier,deviation_from_national,penalty_flag,state_avg_ratio,hospital_rank_in_state,deviation_from_state_avg,estimated_penalty_cost
Taylor Regional Hospital,180087,KY,READM-30-COPD-HRRP,,0.9151,19.462,21.2686,,2021-07-01,2024-06-30,COPD,LOW,-0.0849,False,1.0084,49,-0.0933,0.0
"Norton Hospitals, Inc",180088,KY,READM-30-PN-HRRP,1690.0,1.0224,16.3025,15.9456,277.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0224,True,1.006,26,0.0164,2238.81
"Norton Hospitals, Inc",180088,KY,READM-30-HIP-KNEE-HRRP,,1.118,7.5277,6.7329,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.118,True,1.0842,6,0.0338,11793.73
"Norton Hospitals, Inc",180088,KY,READM-30-HF-HRRP,1668.0,1.0261,20.8695,20.3383,350.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0261,True,1.0089,23,0.0172,2608.61
"Norton Hospitals, Inc",180088,KY,READM-30-COPD-HRRP,474.0,1.0902,19.5341,17.9175,99.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0902,True,1.0084,1,0.0818,9015.2
"Norton Hospitals, Inc",180088,KY,READM-30-CABG-HRRP,216.0,1.0031,11.074,11.04,24.0,2021-07-01,2024-06-30,CABG,MEDIUM,0.0031,True,0.9628,4,0.0403,309.84
"Norton Hospitals, Inc",180088,KY,READM-30-AMI-HRRP,642.0,1.1967,16.445,13.7421,115.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.1967,True,1.011,1,0.1857,19659.54
Clark Regional Medical Center,180092,KY,READM-30-PN-HRRP,135.0,1.0364,15.999,15.4374,24.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0364,True,1.006,20,0.0304,3638.06
Clark Regional Medical Center,180092,KY,READM-30-HF-HRRP,120.0,0.9473,19.112,20.1758,19.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0527,False,1.0089,48,-0.0616,0.0
Clark Regional Medical Center,180092,KY,READM-30-COPD-HRRP,69.0,0.9889,18.5983,18.8062,12.0,2021-07-01,2024-06-30,COPD,LOW,-0.0111,False,1.0084,32,-0.0195,0.0
Clark Regional Medical Center,180092,KY,READM-30-AMI-HRRP,60.0,1.0503,14.1517,13.4745,11.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0503,True,1.011,10,0.0393,5027.33
Baptist Health Deaconess Madisonville,180093,KY,READM-30-PN-HRRP,270.0,0.8968,15.2967,17.0563,34.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.1032,False,1.006,57,-0.1092,0.0
Baptist Health Deaconess Madisonville,180093,KY,READM-30-HF-HRRP,165.0,0.9723,20.0356,20.607,31.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0277,False,1.0089,41,-0.0366,0.0
Baptist Health Deaconess Madisonville,180093,KY,READM-30-COPD-HRRP,84.0,1.0051,19.7836,19.6838,17.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0051,True,1.0084,28,-0.0033,509.73
Baptist Health Deaconess Madisonville,180093,KY,READM-30-CABG-HRRP,,0.9999,11.1228,11.1242,,2021-07-01,2024-06-30,CABG,LOW,-0.0001,False,0.9628,5,0.0371,0.0
Baptist Health Deaconess Madisonville,180093,KY,READM-30-AMI-HRRP,80.0,0.9956,15.2863,15.3541,12.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0044,False,1.011,16,-0.0154,0.0
Georgetown Community Hospital,180101,KY,READM-30-PN-HRRP,59.0,1.0432,13.9859,13.4068,11.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0432,True,1.006,19,0.0372,4317.7
Georgetown Community Hospital,180101,KY,READM-30-HF-HRRP,56.0,1.0326,19.101,18.4982,13.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0326,True,1.0089,19,0.0237,3258.27
Mercy Health - Lourdes Hospital,180102,KY,READM-30-PN-HRRP,407.0,0.9187,14.6572,15.9549,54.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0813,False,1.006,54,-0.0873,0.0
Mercy Health - Lourdes Hospital,180102,KY,READM-30-HIP-KNEE-HRRP,322.0,1.1803,6.856,5.8085,24.0,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.1803,True,1.0842,3,0.0961,18020.41
Mercy Health - Lourdes Hospital,180102,KY,READM-30-HF-HRRP,396.0,0.974,18.9134,19.4175,73.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.026,False,1.0089,40,-0.0349,0.0
Mercy Health - Lourdes Hospital,180102,KY,READM-30-COPD-HRRP,149.0,1.0281,18.7414,18.2285,30.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0281,True,1.0084,18,0.0197,2808.51
Mercy Health - Lourdes Hospital,180102,KY,READM-30-CABG-HRRP,74.0,1.069,13.7826,12.8928,12.0,2021-07-01,2024-06-30,CABG,MEDIUM,0.069,True,0.9628,3,0.1062,6896.33
Mercy Health - Lourdes Hospital,180102,KY,READM-30-AMI-HRRP,162.0,1.1693,16.5904,14.1879,35.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.1693,True,1.011,2,0.1583,16921.0
Baptist Health Lexington,180103,KY,READM-30-PN-HRRP,776.0,0.9367,14.4735,15.4524,108.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0633,False,1.006,49,-0.0693,0.0
Baptist Health Lexington,180103,KY,READM-30-HIP-KNEE-HRRP,,1.0593,7.9384,7.4943,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.0593,True,1.0842,9,-0.0249,5926.85
Baptist Health Lexington,180103,KY,READM-30-HF-HRRP,708.0,0.9587,19.3592,20.1933,134.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0413,False,1.0089,46,-0.0502,0.0
Baptist Health Lexington,180103,KY,READM-30-COPD-HRRP,212.0,0.9713,17.518,18.0352,35.0,2021-07-01,2024-06-30,COPD,LOW,-0.0287,False,1.0084,41,-0.0371,0.0
Baptist Health Lexington,180103,KY,READM-30-CABG-HRRP,181.0,1.1198,11.103,9.9154,23.0,2021-07-01,2024-06-30,CABG,MEDIUM,0.1198,True,0.9628,1,0.157,11973.63
Baptist Health Lexington,180103,KY,READM-30-AMI-HRRP,278.0,0.9704,12.0519,12.42,32.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0296,False,1.011,25,-0.0406,0.0
Baptist Health Paducah,180104,KY,READM-30-PN-HRRP,444.0,1.0632,16.6463,15.6567,78.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0632,True,1.006,12,0.0572,6316.64
Baptist Health Paducah,180104,KY,READM-30-HF-HRRP,437.0,0.9329,18.5359,19.8696,76.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0671,False,1.0089,52,-0.076,0.0
Baptist Health Paducah,180104,KY,READM-30-COPD-HRRP,184.0,0.972,18.5373,19.072,32.0,2021-07-01,2024-06-30,COPD,LOW,-0.028,False,1.0084,40,-0.0364,0.0
Baptist Health Paducah,180104,KY,READM-30-CABG-HRRP,,0.7915,7.5422,9.5289,,2021-07-01,2024-06-30,CABG,LOW,-0.2085,False,0.9628,14,-0.1713,0.0
Baptist Health Paducah,180104,KY,READM-30-AMI-HRRP,218.0,0.8127,9.6967,11.9311,11.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.1873,False,1.011,32,-0.1983,0.0
Monroe County Medical Center,180105,KY,READM-30-PN-HRRP,133.0,1.1648,16.5058,14.1701,32.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.1648,True,1.006,2,0.1588,16471.24
Monroe County Medical Center,180105,KY,READM-30-HF-HRRP,74.0,1.1101,18.4554,16.6251,21.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.1101,True,1.0089,3,0.1012,11004.15
Monroe County Medical Center,180105,KY,READM-30-COPD-HRRP,59.0,1.0331,16.3532,15.8296,12.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0331,True,1.0084,15,0.0247,3308.24
"Rockcastle County Hospital, Inc.",180115,KY,READM-30-PN-HRRP,,0.9497,12.8786,13.5607,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0503,False,1.006,44,-0.0563,0.0
"Rockcastle County Hospital, Inc.",180115,KY,READM-30-HF-HRRP,,1.0128,19.5304,19.2832,,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0128,True,1.0089,27,0.0039,1279.32
"Rockcastle County Hospital, Inc.",180115,KY,READM-30-COPD-HRRP,,0.9583,14.4005,15.0267,,2021-07-01,2024-06-30,COPD,LOW,-0.0417,False,1.0084,42,-0.0501,0.0
Jackson Purchase Medical Center,180116,KY,READM-30-PN-HRRP,193.0,0.9913,15.3262,15.4607,29.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0087,False,1.006,35,-0.0147,0.0
Jackson Purchase Medical Center,180116,KY,READM-30-HF-HRRP,137.0,1.0303,19.6016,19.026,29.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0303,True,1.0089,21,0.0214,3028.39
Jackson Purchase Medical Center,180116,KY,READM-30-COPD-HRRP,87.0,1.0512,18.7617,17.8475,20.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0512,True,1.0084,8,0.0428,5117.28
Tristar Greenview Regional Hospital,180124,KY,READM-30-PN-HRRP,327.0,0.9465,13.6314,14.4019,41.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0535,False,1.006,45,-0.0595,0.0
Tristar Greenview Regional Hospital,180124,KY,READM-30-HIP-KNEE-HRRP,,1.2853,6.7249,5.2322,,2021-07-01,2024-06-30,Hip/Knee Replacement,HIGH,0.2853,True,1.0842,2,0.2011,28514.83
Tristar Greenview Regional Hospital,180124,KY,READM-30-HF-HRRP,176.0,1.0715,19.3541,18.0634,39.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0715,True,1.0089,8,0.0626,7146.2
Tristar Greenview Regional Hospital,180124,KY,READM-30-COPD-HRRP,80.0,1.0494,16.8188,16.0264,17.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0494,True,1.0084,10,0.041,4937.37
Tristar Greenview Regional Hospital,180124,KY,READM-30-AMI-HRRP,68.0,1.0931,14.0022,12.8094,14.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0931,True,1.011,6,0.0821,9305.05
Frankfort Regional Medical Center,180127,KY,READM-30-PN-HRRP,237.0,0.9424,13.8788,14.7273,29.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0576,False,1.006,47,-0.0636,0.0
Frankfort Regional Medical Center,180127,KY,READM-30-HF-HRRP,130.0,1.0684,20.8936,19.5552,32.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0684,True,1.0089,10,0.0595,6836.36
Frankfort Regional Medical Center,180127,KY,READM-30-COPD-HRRP,,1.001,17.7236,17.7058,,2021-07-01,2024-06-30,COPD,MEDIUM,0.001,True,1.0084,31,-0.0074,99.95
Frankfort Regional Medical Center,180127,KY,READM-30-AMI-HRRP,,0.9894,11.5337,11.6573,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0106,False,1.011,19,-0.0216,0.0
Three Rivers Medical Center,180128,KY,READM-30-PN-HRRP,68.0,1.0051,17.1462,17.06,12.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0051,True,1.006,30,-0.0009,509.73
Three Rivers Medical Center,180128,KY,READM-30-HF-HRRP,,0.9988,22.165,22.1927,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0012,False,1.0089,32,-0.0101,0.0
Three Rivers Medical Center,180128,KY,READM-30-COPD-HRRP,,0.9753,17.168,17.603,,2021-07-01,2024-06-30,COPD,LOW,-0.0247,False,1.0084,38,-0.0331,0.0
Baptist Health Louisville,180130,KY,READM-30-PN-HRRP,1132.0,1.0013,15.8051,15.7847,179.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0013,True,1.006,32,-0.0047,129.93
Baptist Health Louisville,180130,KY,READM-30-HIP-KNEE-HRRP,199.0,1.1552,7.1956,6.2287,16.0,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.1552,True,1.0842,4,0.071,15511.75
Baptist Health Louisville,180130,KY,READM-30-HF-HRRP,1402.0,0.9219,18.1751,19.714,249.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0781,False,1.0089,56,-0.087,0.0
Baptist Health Louisville,180130,KY,READM-30-COPD-HRRP,357.0,1.048,19.1928,18.3142,72.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.048,True,1.0084,11,0.0396,4797.45
Baptist Health Louisville,180130,KY,READM-30-CABG-HRRP,178.0,0.923,9.0086,9.7602,14.0,2021-07-01,2024-06-30,CABG,LOW,-0.077,False,0.9628,10,-0.0398,0.0
Baptist Health Louisville,180130,KY,READM-30-AMI-HRRP,394.0,0.8811,10.7267,12.1739,36.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.1189,False,1.011,29,-0.1299,0.0
Lake Cumberland Regional Hospital,180132,KY,READM-30-PN-HRRP,334.0,0.9609,15.1664,15.7828,48.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0391,False,1.006,42,-0.0451,0.0
Lake Cumberland Regional Hospital,180132,KY,READM-30-HF-HRRP,220.0,1.0622,21.1702,19.9308,51.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0622,True,1.0089,12,0.0533,6216.69
Lake Cumberland Regional Hospital,180132,KY,READM-30-COPD-HRRP,146.0,1.0223,20.0939,19.656,31.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0223,True,1.0084,21,0.0139,2228.81
Lake Cumberland Regional Hospital,180132,KY,READM-30-AMI-HRRP,189.0,1.0997,13.3181,12.1111,30.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0997,True,1.011,4,0.0887,9964.7
Baptist Health Lagrange,180138,KY,READM-30-PN-HRRP,,1.0089,14.2716,14.1453,,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0089,True,1.006,29,0.0029,889.53
Baptist Health Lagrange,180138,KY,READM-30-HF-HRRP,,0.9471,18.6763,19.7189,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0529,False,1.0089,49,-0.0618,0.0
Baptist Health Lagrange,180138,KY,READM-30-COPD-HRRP,,1.0178,19.5753,19.2324,,2021-07-01,2024-06-30,COPD,MEDIUM,0.0178,True,1.0084,24,0.0094,1779.05
University Of Louisville Hospital,180141,KY,READM-30-PN-HRRP,113.0,1.013,19.5535,19.3033,23.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.013,True,1.006,28,0.007,1299.31
University Of Louisville Hospital,180141,KY,READM-30-HF-HRRP,65.0,1.0607,22.4207,21.1385,19.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0607,True,1.0089,13,0.0518,6066.77
University Of Louisville Hospital,180141,KY,READM-30-COPD-HRRP,41.0,1.0527,21.9991,20.8978,13.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0527,True,1.0084,7,0.0443,5267.2
University Of Louisville Hospital,180141,KY,READM-30-AMI-HRRP,,1.0451,18.5083,17.7096,,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0451,True,1.011,11,0.0341,4507.6
Saint Joseph East,180143,KY,READM-30-PN-HRRP,104.0,1.0579,16.5971,15.6888,21.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0579,True,1.006,16,0.0519,5786.92
Saint Joseph East,180143,KY,READM-30-HIP-KNEE-HRRP,75.0,1.3861,9.5143,6.8643,11.0,2021-07-01,2024-06-30,Hip/Knee Replacement,HIGH,0.3861,True,1.0842,1,0.3019,38589.47
Saint Joseph East,180143,KY,READM-30-HF-HRRP,101.0,1.0358,20.2477,19.5483,23.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0358,True,1.0089,18,0.0269,3578.1
Saint Joseph East,180143,KY,READM-30-AMI-HRRP,,0.983,12.1563,12.3671,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.017,False,1.011,23,-0.028,0.0
Tj Health Columbia,180149,KY,READM-30-PN-HRRP,,0.9463,13.4309,14.1926,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0537,False,1.006,46,-0.0597,0.0
"Pineville Community Health Center, Inc",180154,KY,READM-30-PN-HRRP,,1.0329,16.6153,16.0857,,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0329,True,1.006,22,0.0269,3288.25
"Pineville Community Health Center, Inc",180154,KY,READM-30-HF-HRRP,,1.0124,18.3017,18.0784,,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0124,True,1.0089,28,0.0035,1239.34
Ochsner Lafayette General Medical Center,190002,LA,READM-30-PN-HRRP,463.0,0.9613,14.8213,15.4175,66.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0387,False,1.0042,41,-0.0429,0.0
Ochsner Lafayette General Medical Center,190002,LA,READM-30-HIP-KNEE-HRRP,446.0,0.7594,3.3804,4.4513,12.0,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.2406,False,0.9996,20,-0.2402,0.0
Ochsner Lafayette General Medical Center,190002,LA,READM-30-HF-HRRP,618.0,0.9933,20.3063,20.4431,125.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0067,False,1.0083,33,-0.015,0.0
Ochsner Lafayette General Medical Center,190002,LA,READM-30-COPD-HRRP,148.0,0.9911,17.3313,17.4864,25.0,2021-07-01,2024-06-30,COPD,LOW,-0.0089,False,0.9965,22,-0.0054,0.0
Ochsner Lafayette General Medical Center,190002,LA,READM-30-CABG-HRRP,198.0,1.2341,13.3439,10.8126,32.0,2021-07-01,2024-06-30,CABG,HIGH,0.2341,True,1.0312,1,0.2029,23397.55
Ochsner Lafayette General Medical Center,190002,LA,READM-30-AMI-HRRP,223.0,1.0538,14.9221,14.1599,36.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0538,True,1.0202,9,0.0336,5377.14
Thibodaux Regional Medical Center,190004,LA,READM-30-PN-HRRP,217.0,0.9077,13.501,14.8733,23.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0923,False,1.0042,55,-0.0965,0.0
Thibodaux Regional Medical Center,190004,LA,READM-30-HF-HRRP,256.0,0.9514,18.1859,19.1153,43.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0486,False,1.0083,50,-0.0569,0.0
Thibodaux Regional Medical Center,190004,LA,READM-30-COPD-HRRP,87.0,0.9402,19.1847,20.4042,12.0,2021-07-01,2024-06-30,COPD,LOW,-0.0598,False,0.9965,38,-0.0563,0.0
Thibodaux Regional Medical Center,190004,LA,READM-30-CABG-HRRP,,0.9947,8.9516,8.9991,,2021-07-01,2024-06-30,CABG,LOW,-0.0053,False,1.0312,14,-0.0365,0.0
Thibodaux Regional Medical Center,190004,LA,READM-30-AMI-HRRP,123.0,1.0008,14.6018,14.5906,18.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0008,True,1.0202,16,-0.0194,79.96
University Medical Center New Orleans,190005,LA,READM-30-PN-HRRP,,0.961,15.8645,16.5078,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.039,False,1.0042,42,-0.0432,0.0
University Medical Center New Orleans,190005,LA,READM-30-HF-HRRP,73.0,1.003,20.2466,20.1855,15.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.003,True,1.0083,29,-0.0053,299.84
University Medical Center New Orleans,190005,LA,READM-30-AMI-HRRP,,0.9891,15.7735,15.9479,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0109,False,1.0202,20,-0.0311,0.0
Ochsner University Hospital And Clinics,190006,LA,READM-30-PN-HRRP,57.0,1.0722,18.0394,16.8252,15.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0722,True,1.0042,7,0.068,7216.16
Ochsner University Hospital And Clinics,190006,LA,READM-30-HF-HRRP,65.0,1.0738,22.6364,21.0801,20.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0738,True,1.0083,6,0.0655,7376.08
Ochsner University Hospital And Clinics,190006,LA,READM-30-COPD-HRRP,,0.9667,17.1197,17.7094,,2021-07-01,2024-06-30,COPD,LOW,-0.0333,False,0.9965,30,-0.0298,0.0
Natchitoches Regional Medical Center,190007,LA,READM-30-PN-HRRP,94.0,1.0294,17.0599,16.5733,18.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0294,True,1.0042,16,0.0252,2938.44
Natchitoches Regional Medical Center,190007,LA,READM-30-HF-HRRP,,0.963,20.2826,21.061,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.037,False,1.0083,44,-0.0453,0.0
Terrebonne General Medical Center - Parish,190008,LA,READM-30-PN-HRRP,215.0,0.9728,16.2163,16.6699,33.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0272,False,1.0042,36,-0.0314,0.0
Terrebonne General Medical Center - Parish,190008,LA,READM-30-HF-HRRP,320.0,0.9747,19.0165,19.5099,59.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0253,False,1.0083,39,-0.0336,0.0
Terrebonne General Medical Center - Parish,190008,LA,READM-30-COPD-HRRP,,0.9272,15.5104,16.7281,,2021-07-01,2024-06-30,COPD,LOW,-0.0728,False,0.9965,39,-0.0693,0.0
Terrebonne General Medical Center - Parish,190008,LA,READM-30-CABG-HRRP,,1.0277,9.7382,9.476,,2021-07-01,2024-06-30,CABG,MEDIUM,0.0277,True,1.0312,11,-0.0035,2768.53
Terrebonne General Medical Center - Parish,190008,LA,READM-30-AMI-HRRP,88.0,1.067,15.5202,14.5458,17.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.067,True,1.0202,7,0.0468,6696.44
Ochsner Lsu Health Monroe,190011,LA,READM-30-HF-HRRP,,0.9606,16.9341,17.6293,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0394,False,1.0083,46,-0.0477,0.0
West Calcasieu Cameron Hospital,190013,LA,READM-30-PN-HRRP,,0.9278,13.6847,14.7497,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0722,False,1.0042,54,-0.0764,0.0
West Calcasieu Cameron Hospital,190013,LA,READM-30-HIP-KNEE-HRRP,,0.8289,3.8368,4.6285,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.1711,False,0.9996,19,-0.1707,0.0
West Calcasieu Cameron Hospital,190013,LA,READM-30-HF-HRRP,,0.9567,17.7451,18.5479,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0433,False,1.0083,49,-0.0516,0.0
West Calcasieu Cameron Hospital,190013,LA,READM-30-COPD-HRRP,,0.9738,16.5264,16.9712,,2021-07-01,2024-06-30,COPD,LOW,-0.0262,False,0.9965,27,-0.0227,0.0
Ochsner St Mary,190014,LA,READM-30-PN-HRRP,81.0,1.0195,13.2933,13.0393,12.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0195,True,1.0042,20,0.0153,1948.96
Ochsner St Mary,190014,LA,READM-30-HF-HRRP,,1.0057,18.1104,18.008,,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0057,True,1.0083,28,-0.0026,569.7
Ochsner St Mary,190014,LA,READM-30-COPD-HRRP,,1.0312,18.6316,18.0683,,2021-07-01,2024-06-30,COPD,MEDIUM,0.0312,True,0.9965,7,0.0347,3118.34
North Oaks Medical Center,190015,LA,READM-30-PN-HRRP,407.0,1.1139,17.1449,15.3916,77.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.1139,True,1.0042,2,0.1097,11383.94
North Oaks Medical Center,190015,LA,READM-30-HF-HRRP,447.0,1.1447,22.386,19.5561,110.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.1447,True,1.0083,3,0.1364,14462.31
North Oaks Medical Center,190015,LA,READM-30-COPD-HRRP,85.0,1.012,18.9614,18.7366,17.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.012,True,0.9965,10,0.0155,1199.36
North Oaks Medical Center,190015,LA,READM-30-CABG-HRRP,,0.8968,10.7565,11.9941,,2021-07-01,2024-06-30,CABG,LOW,-0.1032,False,1.0312,19,-0.1344,0.0
North Oaks Medical Center,190015,LA,READM-30-AMI-HRRP,111.0,1.1129,15.7657,14.1658,23.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.1129,True,1.0202,3,0.0927,11284.0
Opelousas General Health System,190017,LA,READM-30-PN-HRRP,238.0,1.0454,18.0429,17.2589,46.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0454,True,1.0042,14,0.0412,4537.59
Opelousas General Health System,190017,LA,READM-30-HIP-KNEE-HRRP,,1.0242,6.387,6.2363,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.0242,True,0.9996,9,0.0246,2418.71
Opelousas General Health System,190017,LA,READM-30-HF-HRRP,154.0,1.0158,20.685,20.3639,33.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0158,True,1.0083,23,0.0075,1579.16
Opelousas General Health System,190017,LA,READM-30-COPD-HRRP,101.0,0.9554,18.1772,19.0252,15.0,2021-07-01,2024-06-30,COPD,LOW,-0.0446,False,0.9965,34,-0.0411,0.0
Opelousas General Health System,190017,LA,READM-30-AMI-HRRP,62.0,1.091,12.4216,11.386,12.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.091,True,1.0202,5,0.0708,9095.16
Christus St Frances Cabrini Hospital,190019,LA,READM-30-PN-HRRP,567.0,0.9507,15.7672,16.5841,86.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0493,False,1.0042,50,-0.0535,0.0
Christus St Frances Cabrini Hospital,190019,LA,READM-30-HF-HRRP,468.0,1.0205,20.4096,20.0001,97.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0205,True,1.0083,19,0.0122,2048.91
Christus St Frances Cabrini Hospital,190019,LA,READM-30-COPD-HRRP,127.0,1.0018,18.0068,17.9747,23.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0018,True,0.9965,16,0.0053,179.9
Christus St Frances Cabrini Hospital,190019,LA,READM-30-CABG-HRRP,,1.0919,12.3599,11.3197,,2021-07-01,2024-06-30,CABG,MEDIUM,0.0919,True,1.0312,4,0.0607,9185.11
Christus St Frances Cabrini Hospital,190019,LA,READM-30-AMI-HRRP,407.0,0.9642,14.4682,15.0047,57.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0358,False,1.0202,22,-0.056,0.0
Lane Regional Medical Center,190020,LA,READM-30-PN-HRRP,82.0,1.0137,14.7704,14.5707,13.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0137,True,1.0042,24,0.0095,1369.27
Lane Regional Medical Center,190020,LA,READM-30-HIP-KNEE-HRRP,,1.1201,5.7422,5.1265,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.1201,True,0.9996,4,0.1205,12003.62
Lane Regional Medical Center,190020,LA,READM-30-HF-HRRP,104.0,1.0274,18.3596,17.8694,21.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0274,True,1.0083,14,0.0191,2738.54
Lane Regional Medical Center,190020,LA,READM-30-AMI-HRRP,,0.9919,12.0004,12.0979,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0081,False,1.0202,17,-0.0283,0.0
